['n_bigram'],0.424385
['n_trigram'],0.432571
['n_freq_pos_seq'],0.433579
['n_subj_el_big'],0.427263
['n_subj_el_total'],0.429368
['hypernym_count'],0.416598
['hypernym_count_sent'],0.432267
['hyponyms_count'],0.429632
['hyponyms_count_sent'],0.432266
['nErrors'],0.425208
['nErrorsTokens'],0.422656
['ntokens'],0.416413
['fleshscore'],0.432735
['avgWordLength'],0.432015
['nSpelling'],0.431569
['nSpellingTokens'],0.432271
['nLongSentence'],0.413478
['nStyleErrors'],0.430261
['nStyleperSent'],0.412728
['nvoc'],0.417470
['similarityprompt'],0.426226
['countDemonstrativo'],0.433585
['demonstrativoPerSent'],0.431096
['countEnclise'],0.427232
['enclisePerSent'],0.428418
['fstPerson'],0.433563
['fstPessoaPerSent'],0.428383
['countDiscourseMarkers'],0.422751
['discourseSent'],0.431643
['nStyleperSent', 'n_bigram'],0.409200
['nStyleperSent', 'n_trigram'],0.414334
['nStyleperSent', 'n_freq_pos_seq'],0.414703
['nStyleperSent', 'n_subj_el_big'],0.413228
['nStyleperSent', 'n_subj_el_total'],0.418137
['nStyleperSent', 'hypernym_count'],0.410447
['nStyleperSent', 'hypernym_count_sent'],0.421136
['nStyleperSent', 'hyponyms_count'],0.420150
['nStyleperSent', 'hyponyms_count_sent'],0.420044
['nStyleperSent', 'nErrors'],0.420969
['nStyleperSent', 'nErrorsTokens'],0.418067
['nStyleperSent', 'ntokens'],0.405936
['nStyleperSent', 'fleshscore'],0.418496
['nStyleperSent', 'avgWordLength'],0.413212
['nStyleperSent', 'nSpelling'],0.423085
['nStyleperSent', 'nSpellingTokens'],0.423543
['nStyleperSent', 'nLongSentence'],0.411445
['nStyleperSent', 'nStyleErrors'],0.419197
['nStyleperSent', 'nvoc'],0.402586
['nStyleperSent', 'similarityprompt'],0.414996
['nStyleperSent', 'countDemonstrativo'],0.417510
['nStyleperSent', 'demonstrativoPerSent'],0.422127
['nStyleperSent', 'countEnclise'],0.409260
['nStyleperSent', 'enclisePerSent'],0.418968
['nStyleperSent', 'fstPerson'],0.415864
['nStyleperSent', 'fstPessoaPerSent'],0.418486
['nStyleperSent', 'countDiscourseMarkers'],0.407672
['nStyleperSent', 'discourseSent'],0.416933
['nStyleperSent', 'nvoc', 'n_bigram'],0.400594
['nStyleperSent', 'nvoc', 'n_trigram'],0.402725
['nStyleperSent', 'nvoc', 'n_freq_pos_seq'],0.401073
['nStyleperSent', 'nvoc', 'n_subj_el_big'],0.405314
['nStyleperSent', 'nvoc', 'n_subj_el_total'],0.407661
['nStyleperSent', 'nvoc', 'hypernym_count'],0.404497
['nStyleperSent', 'nvoc', 'hypernym_count_sent'],0.406145
['nStyleperSent', 'nvoc', 'hyponyms_count'],0.403536
['nStyleperSent', 'nvoc', 'hyponyms_count_sent'],0.402822
['nStyleperSent', 'nvoc', 'nErrors'],0.403297
['nStyleperSent', 'nvoc', 'nErrorsTokens'],0.401721
['nStyleperSent', 'nvoc', 'ntokens'],0.402747
['nStyleperSent', 'nvoc', 'fleshscore'],0.403830
['nStyleperSent', 'nvoc', 'avgWordLength'],0.404690
['nStyleperSent', 'nvoc', 'nSpelling'],0.407581
['nStyleperSent', 'nvoc', 'nSpellingTokens'],0.405948
['nStyleperSent', 'nvoc', 'nLongSentence'],0.403301
['nStyleperSent', 'nvoc', 'nStyleErrors'],0.400711
['nStyleperSent', 'nvoc', 'similarityprompt'],0.401547
['nStyleperSent', 'nvoc', 'countDemonstrativo'],0.404932
['nStyleperSent', 'nvoc', 'demonstrativoPerSent'],0.408614
['nStyleperSent', 'nvoc', 'countEnclise'],0.397451
